altitude_km,energy_eV,probability_density_eV-1,spectral_production_cm-3_s-1_eV-1
103.75,0.0625,0.0,0.0
103.75,0.08750000000000001,0.0,0.0
103.75,0.1125,0.0,0.0
103.75,0.1375,0.0,0.0
103.75,0.16250000000000003,0.0,0.0
103.75,0.1875,0.0,0.0
103.75,0.21250000000000002,0.0005000000000000001,0.8283886990855999
103.75,0.2375,0.0029000000000000007,4.804654454696479
103.75,0.2625,0.009099999999999992,15.076674323357901
103.75,0.28750000000000003,0.031299999999999974,51.857132562758494
103.75,0.3125,0.0733000000000001,121.44178328594909
103.75,0.3375,0.13819999999999988,228.96663642725954
103.75,0.36250000000000004,0.2178000000000003,360.8461173216877
103.75,0.3875,0.30639999999999973,507.63659479965503
103.75,0.41250000000000003,0.3430999999999997,568.440325312538
103.75,0.4375,0.3449000000000005,571.4225246292475
103.75,0.4625,0.3000999999999997,497.19889719117646
103.75,0.48750000000000004,0.22750000000000029,376.91685808394834
103.75,0.5125,0.14799999999999988,245.2030549293373
103.75,0.5375000000000001,0.09379999999999991,155.40571994845834
103.75,0.5625,0.05259999999999995,87.14649114380501
